file_path,page,edition_dir,version_type,annotation_system,dynasty_period,printer,total_juan,extant_juan,holding_institution,catalog_id_main,catalog_id_secondary,authors,annotators,peiben_notes,colophon_authors,line_count,average_confidence,is_vertical
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1241.jpg,.backup_IMG_1241,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],0,0.0000,否
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/.backup_1.jpg,.backup_1,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆,C,三家注,明,王延喆,130,,苏州博物馆,03489,07274,司马迁,裴骃；司马贞；张守节,,,10,0.9587,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/.backup_史記·卷八十四p1a.jpg,.backup_史記·卷八十四p1a,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷,B,集解+索隐,明,邵宗周,130,存一百二十六卷,江西省图书馆,10160,00096,司马迁,裴骃；司马贞,,['欧阳辅'],14,0.9649,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆/300/3.jpg,3,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03489 （二）07274 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 苏州博物馆,C,三家注,明,王延喆,130,,苏州博物馆,03489,07274,司马迁,裴骃；司马贞；张守节,,,9,0.9950,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03476 （二）03215 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 山东省图书馆/IMG_4549.jpg,IMG_4549,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03476 （二）03215 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 山东省图书馆,C,三家注,明,汪谅,130,,山东省图书馆,03476,03215,司马迁,裴骃；司马贞；张守节,,,24,0.9761,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆/书影/300/000002.jpg,000002,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆,C,三家注,明,汪谅,130,,南京图书馆,07477,11321,司马迁,裴骃；司马贞；张守节,,['丁丙'],33,0.9787,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/.backup_00398 史记一百三十卷 中国书店 元大德九路本.jpg,.backup_00398 史记一百三十卷 中国书店 元大德九路本,C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店,C,三家注,宋元明清,集配本,130,,中国书店,00398,【1】,司马迁,裴骃；司马贞；张守节,宋元明清集配本,,21,0.9786,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03481 （二）10112 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 襄樊市少年儿童图书馆/9.史记一百三十卷.jpg,9.史记一百三十卷,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03481 （二）10112 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 襄樊市少年儿童图书馆,C,三家注,明,汪谅,130,,襄樊市少年儿童图书馆,03481,10112,司马迁,裴骃；司马贞；张守节,,,29,0.9770,是
../../../data/名录 史记2025-11-6/A史记 集解本 1北宋刻本/【1】00393 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 北宋刻本（卷一至四、八至一百三十配南宋初建阳刻本） 北京大学图书馆/0000004b.jpg,0000004b,A史记 集解本 1北宋刻本/【1】00393 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 北宋刻本（卷一至四、八至一百三十配南宋初建阳刻本） 北京大学图书馆,A,集解,宋,null,130,卷一至四、八至一百三十配南宋初建阳刻本，其余为北宋刻本,北京大学图书馆,00393,【1】,司马迁,裴骃,卷一至四、八至一百三十配南宋初建阳刻本,null,31,0.9641,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03477 （二）08298 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 叶启发跋 湖南图书馆/史记2.jpg,史记2,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03477 （二）08298 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 叶启发跋 湖南图书馆,C,三家注,明,汪谅,130,,湖南图书馆,03477,08298,司马迁,裴骃；司马贞；张守节,,['叶启发'],26,0.9905,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07480 （三）03532 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆/.backup_IMG_5277.jpg,.backup_IMG_5277,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07480 （三）03532 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 山东省图书馆,C,三家注,明,王延喆,130,,山东省图书馆,07480,03532,司马迁,裴骃；司马贞；张守节,,,21,0.9247,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03481 （二）10112 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 襄樊市少年儿童图书馆/.backup_9.史记一百三十卷.jpg,.backup_9.史记一百三十卷,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03481 （二）10112 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 襄樊市少年儿童图书馆,C,三家注,明,汪谅,130,,襄樊市少年儿童图书馆,03481,10112,司马迁,裴骃；司马贞；张守节,,,29,0.9770,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/IMG_2749.jpg,IMG_2749,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,6,0.9976,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000006.jpg,00000006,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆,C,三家注,明,王延喆,130,,南京图书馆,03488,07242,司马迁,裴骃；司马贞；张守节,,['丁丙'],21,0.9691,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/.backup_00085 史记一百三十卷 明 史 青岛市博物馆-4.jpg,.backup_00085 史记一百三十卷 明 史 青岛市博物馆-4,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆,C,三家注,明,王延喆,130,存全帙（卷一百二十九抄配）,青岛市博物馆,10161,12196,司马迁,裴骃；司马贞；张守节,卷一百二十九抄配,,8,0.9117,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03495 （二）04594 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 河南省图书馆#存八十八卷/史记-2.jpg,史记-2,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03495 （二）04594 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 河南省图书馆#存八十八卷,C,三家注,明,王延喆,130,存八十八卷,河南省图书馆,03495,04594,司马迁,裴骃；司马贞；张守节,,,11,0.9833,是
../../../data/名录 史记2025-11-6/D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本/【2】03499 （二）03224 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）陈仁锡评 明末程正揆刻清怀德堂印本 李文藻录沈廷芳批并录沈廷芳录方/IMG_5061.jpg,IMG_5061,D史记 三家注明陈仁锡评本 1明末程正揆刻清怀德堂印本/【2】03499 （二）03224 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）陈仁锡评 明末程正揆刻清怀德堂印本 李文藻录沈廷芳批并录沈廷芳录方,D,三家注,明,程正揆,130,,,03499,03224,司马迁,裴骃；司马贞；张守节；陈仁锡,清怀德堂印本,"['李文藻', '沈廷芳', '方']",5,0.9861,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆/614-110169史記/00000001.jpg,00000001,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03488 （二）07242 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁丙跋 南京图书馆,C,三家注,明,王延喆,130,,南京图书馆,03488,07242,司马迁,裴骃；司马贞；张守节,,['丁丙'],8,0.9862,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆/.backup_00085 史记一百三十卷 明 史 青岛市博物馆-3.jpg,.backup_00085 史记一百三十卷 明 史 青岛市博物馆-3,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【4】10161 （四）12196 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（卷一百二十九抄配） 青岛市博物馆,C,三家注,明,王延喆,130,存全帙（卷一百二十九抄配）,青岛市博物馆,10161,12196,司马迁,裴骃；司马贞；张守节,卷一百二十九抄配,,10,0.9906,是
../../../data/名录 史记2025-11-6/E史记 三家注明徐孚远陈子龙测议本 1明末刻本/【4】10162 （四）14682 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）徐孚远 陈子龙测议 明末刻本 郭嵩焘批注 湖南师范大学图书馆/湖南师大史记札记序.jpg,湖南师大史记札记序,E史记 三家注明徐孚远陈子龙测议本 1明末刻本/【4】10162 （四）14682 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）徐孚远 陈子龙测议 明末刻本 郭嵩焘批注 湖南师范大学图书馆,E,三家注,明,null,130,null,湖南师范大学图书馆,10162,14682,司马迁,裴骃；司马贞；张守节；徐孚远；陈子龙,null,郭嵩焘,14,0.9563,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/.backup_IMG_1235.1.jpg,.backup_IMG_1235.1,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],17,0.9455,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 9明万历二至三年（1574-1575）南京国子监刻本/【2】03498 （二）07735 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明万历二至三年（1574-1575）南京国子监刻本 严虞惇跋并录归有光批 归朝煦 顾王/03494 常熟.jpg,03494 常熟,C史记 集解、索隐、正义三家注本 9明万历二至三年（1574-1575）南京国子监刻本/【2】03498 （二）07735 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明万历二至三年（1574-1575）南京国子监刻本 严虞惇跋并录归有光批 归朝煦 顾王,C,三家注,明,南京国子监,130,,,03498,07735,司马迁,裴骃；司马贞；张守节,,['严虞惇'],20,0.9885,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/.backup_IMG_0130.jpg,.backup_IMG_0130,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆,C,三家注,明,王延喆,130,,复旦大学图书馆,11554,18311,司马迁,裴骃；司马贞；张守节,诸洛批校,,10,0.9739,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店/.backup_003-b01.jpg,.backup_003-b01,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03485 （二）02652 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中国书店,C,三家注,明,王延喆,130,,中国书店,03485,02652,司马迁,裴骃；司马贞；张守节,,,25,0.9868,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆/.backup_710000-1001-0000096-02.jpg,.backup_710000-1001-0000096-02,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆,C,三家注,明,南京国子监,130,,陕西省图书馆,03496,05445,司马迁,裴骃；司马贞；张守节,,['潘承弼'],15,0.5178,否
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1800.jpg,DSG_1800,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆,C,三家注,明,汪谅,130,,西安碑林博物馆,03480,05845,司马迁,裴骃；司马贞；张守节,,,29,0.9622,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆/集解P5b.jpg,集解P5b,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆,C,三家注,明,王延喆,130,,重庆图书馆,03493,09028,司马迁,裴骃；司马贞；张守节,,['李承祥'],18,0.9901,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/.backup_史記·卷一百三十p1a.jpg,.backup_史記·卷一百三十p1a,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷,B,集解+索隐,明,邵宗周,130,存一百二十六卷,江西省图书馆,10160,00096,司马迁,裴骃；司马贞,,['欧阳辅'],18,0.9115,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行/.backup_UnNamed0213.jpg,.backup_UnNamed0213,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,B,集解+索隐,宋,蔡梦弼东塾,130,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,11433,05121,司马迁,裴骃；司马贞,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,16,0.9448,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/.backup_史记·李坚重校史记引p2b.jpg,.backup_史记·李坚重校史记引p2b,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷,B,集解+索隐,明,邵宗周,130,存一百二十六卷,江西省图书馆,10160,00096,司马迁,裴骃；司马贞,,['欧阳辅'],10,0.9922,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古/.backup_增补6-11279 史记一百三十卷 书影003-卷117首叶.jpg,.backup_增补6-11279 史记一百三十卷 书影003-卷117首叶,C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古,C,三家注,元,彭寅翁崇道精舍,130,存全帙（卷一百十七至一百二十二配蒙古本）,,【6】12357,（六）19106,司马迁,裴骃；司马贞；张守节,卷一百十七至一百二十二配蒙古本,,36,0.9023,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行/.backup_UnNamed0214.jpg,.backup_UnNamed0214,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,B,集解+索隐,宋,蔡梦弼东塾,130,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,11433,05121,司马迁,裴骃；司马贞,配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行,,109,0.9479,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07478 （三）11322 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 南京图书馆/书影/300/000003.jpg,000003,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07478 （三）11322 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 南京图书馆,C,三家注,明,王延喆,130,,南京图书馆,07478,11322,司马迁,裴骃；司马贞；张守节,,,21,0.9525,是
