file_path,page,edition_dir,version_type,annotation_system,dynasty_period,printer,total_juan,extant_juan,holding_institution,catalog_id_main,catalog_id_secondary,authors,annotators,peiben_notes,colophon_authors,line_count,average_confidence,is_vertical
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆/卷末a.jpg,卷末a,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆,C,三家注,明,王延喆,130,,重庆图书馆,03493,09028,司马迁,裴骃；司马贞；张守节,,['李承祥'],7,0.9974,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/史记4.jpg,史记4,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆,B,集解+索隐,明,邵宗周,130,,湖南图书馆,03474,08299,司马迁,裴骃；司马贞,,,28,0.9491,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/.backup_IMG_2749.jpg,.backup_IMG_2749,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,6,0.9976,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0131.jpg,IMG_0131,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆,C,三家注,明,王延喆,130,,复旦大学图书馆,11554,18311,司马迁,裴骃；司马贞；张守节,诸洛批校,,11,0.9531,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/.backup_正文-1.jpg,.backup_正文-1,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,16,0.9913,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/.backup_史記一百三十卷1.jpg,.backup_史記一百三十卷1,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦,C,三家注,明,王延喆,130,,null,11555,07637,司马迁,裴骃；司马贞；张守节,有明嘉靖四年汪谅刻本、嘉靖十三年秦,null,25,0.9929,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/.backup_0000019-01.jpg,.backup_0000019-01,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷,C,三家注,明,王延喆,130,存一百十一卷,皖西学院图书馆,03494,09486,司马迁,裴骃；司马贞；张守节,,,24,0.9519,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/3474史记4·湖南图书馆.jpg,3474史记4·湖南图书馆,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆,B,集解+索隐,明,邵宗周,130,,湖南图书馆,03474,08299,司马迁,裴骃；司马贞,,,8,0.9141,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0136.jpg,IMG_0136,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆,C,三家注,明,王延喆,130,,复旦大学图书馆,11554,18311,司马迁,裴骃；司马贞；张守节,诸洛批校,,8,0.9838,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/.backup_0000019-06.jpg,.backup_0000019-06,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷,C,三家注,明,王延喆,130,存一百十一卷,皖西学院图书馆,03494,09486,司马迁,裴骃；司马贞；张守节,,,10,0.9887,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/.backup_史記一百三十卷6.jpg,.backup_史記一百三十卷6,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦,C,三家注,明,王延喆,130,,null,11555,07637,司马迁,裴骃；司马贞；张守节,有明嘉靖四年汪谅刻本、嘉靖十三年秦,null,9,0.9842,是
../../../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/史记·李坚重校史记引p1a.jpg,史记·李坚重校史记引p1a,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷,B,集解+索隐,明,邵宗周,130,存一百二十六卷,江西省图书馆,10160,00096,司马迁,裴骃；司马贞,,['欧阳辅'],5,0.9935,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1797.jpg,DSG_1797,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆,C,三家注,明,汪谅,130,,西安碑林博物馆,03480,05845,司马迁,裴骃；司马贞；张守节,,,10,0.9805,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/.backup_22-0001-0000169-03.jpg,.backup_22-0001-0000169-03,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆,C,三家注,明,秦藩朱惟焯,130,,吉林省图书馆,07488,00565,司马迁,裴骃；司马贞；张守节,,,20,0.9852,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古/.backup_增补6-11279 史记一百三十卷 书影002-卷端.jpg,.backup_增补6-11279 史记一百三十卷 书影002-卷端,C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古,C,三家注,元,彭寅翁崇道精舍,130,存全帙（卷一百十七至一百二十二配蒙古本）,,【6】12357,（六）19106,司马迁,裴骃；司马贞；张守节,卷一百十七至一百二十二配蒙古本,,20,0.9715,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/.backup_00398 史记一百三十卷 中国书店蒙古中统本.jpg,.backup_00398 史记一百三十卷 中国书店蒙古中统本,C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店,C,三家注,宋元明清,集配本,130,,中国书店,00398,【1】,司马迁,裴骃；司马贞；张守节,宋元明清集配本,,55,0.9202,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1241.jpg,IMG_1241,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],0,0.0000,否
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-04.jpg,22-0003-0000005-04,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆,C,三家注,明,汪谅,130,,吉林市图书馆,07475,04193,司马迁,裴骃；司马贞；张守节,,,16,0.9562,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03479 （二）09360 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 安徽师范大学图书馆/.backup_史记集解 1-3安师大.jpg,.backup_史记集解 1-3安师大,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03479 （二）09360 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 安徽师范大学图书馆,C,三家注,明,汪谅,130,,安徽师范大学图书馆,03479,09360,司马迁,裴骃；司马贞；张守节,,,26,0.9833,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/.backup_22-0101-0000115-02.jpg,.backup_22-0101-0000115-02,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆,C,三家注,明,王延喆,130,,吉林大学图书馆,07479,01216,司马迁,裴骃；司马贞；张守节,,,19,0.9711,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/.backup_目录-2.jpg,.backup_目录-2,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,6,0.9969,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/.backup_22-0001-0000169-04.jpg,.backup_22-0001-0000169-04,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆,C,三家注,明,秦藩朱惟焯,130,,吉林省图书馆,07488,00565,司马迁,裴骃；司马贞；张守节,,,1,0.9978,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1799.jpg,DSG_1799,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆,C,三家注,明,汪谅,130,,西安碑林博物馆,03480,05845,司马迁,裴骃；司马贞；张守节,,,59,0.9565,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/.backup_0000019-08.jpg,.backup_0000019-08,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷,C,三家注,明,王延喆,130,存一百十一卷,皖西学院图书馆,03494,09486,司马迁,裴骃；司马贞；张守节,,,7,0.9987,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/版本書影/.backup_22-0101-0000115-05.jpg,.backup_22-0101-0000115-05,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆,C,三家注,明,王延喆,130,,吉林大学图书馆,07479,01216,司马迁,裴骃；司马贞；张守节,,,8,0.9751,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆/.backup_序-3.jpg,.backup_序-3,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07474 （三）05343 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 黑龙江省图书馆,C,三家注,明,汪谅,130,,黑龙江省图书馆,07474,05343,司马迁,裴骃；司马贞；张守节,,,10,0.9871,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-03.jpg,22-0003-0000005-03,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆,C,三家注,明,汪谅,130,,吉林市图书馆,07475,04193,司马迁,裴骃；司马贞；张守节,,,27,0.9792,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆/书影/300/.backup_000002.jpg,.backup_000002,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆,C,三家注,明,汪谅,130,,南京图书馆,07477,11321,司马迁,裴骃；司马贞；张守节,,['丁丙'],33,0.9787,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1246.jpg,IMG_1246,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆,C,三家注,明,王延喆,130,,湖南图书馆,12488,03033,司马迁,裴骃；司马贞；张守节,,['丁晏'],41,0.9409,是
../../../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大/.backup_b05.jpg,.backup_b05,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07491 （三）07923 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 李宗侗批校 河北大,C,三家注,明,秦藩朱惟焯,130,,河北大学,07491,07923,司马迁,裴骃；司马贞；张守节,,李宗侗,51,0.9365,是
